"module name","license","repository"
"@svgr/plugin-jsx@4.3.3","MIT","https://github.com/smooth-code/svgr/tree/master/packages/plugin-jsx"
"@svgr/plugin-svgo@4.3.1","MIT","https://github.com/smooth-code/svgr/tree/master/packages/plugin-svgo"
"@svgr/webpack@4.3.3","MIT","https://github.com/smooth-code/svgr/tree/master/packages/webpack"
"@testing-library/dom@6.16.0","MIT","https://github.com/testing-library/dom-testing-library"
"@testing-library/jest-dom@4.2.4","MIT","https://github.com/testing-library/jest-dom"
"@testing-library/react@9.5.0","MIT","https://github.com/testing-library/react-testing-library"
"@testing-library/user-event@7.2.1","MIT","https://github.com/testing-library/user-event"
"@types/anymatch@1.3.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__core@7.1.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.6.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.0.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/color-name@1.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/eslint-visitor-keys@1.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@0.0.39","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@0.0.45","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/events@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/glob@7.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/history@4.7.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/hoist-non-react-statics@3.3.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/isomorphic-fetch@0.0.35","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@1.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/lodash@4.14.155","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/minimatch@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/minimist@1.2.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@13.13.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@14.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/normalize-package-data@2.4.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/q@1.5.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@16.9.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@16.9.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-native@0.62.17","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-redux@7.1.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-router-dom@5.1.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-router@5.1.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@16.9.34","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@16.9.41","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/redux@3.6.0","MIT","https://github.com/reactjs/redux"
"@types/resolve@0.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped.git"
"@types/sinonjs__fake-timers@6.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/sizzle@2.3.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/source-list-map@0.1.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/stack-utils@1.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/styled-components@5.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/tapable@1.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/testing-library__dom@6.14.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/testing-library__dom@7.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/testing-library__react@9.1.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/uglify-js@3.9.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/unist@2.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/warning@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/webpack-sources@0.1.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/webpack@4.41.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs-parser@15.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@13.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@15.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@2.29.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/eslint-plugin@2.34.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/eslint-plugin@3.1.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/experimental-utils@1.13.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/experimental-utils@2.29.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/experimental-utils@2.34.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/experimental-utils@3.1.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@1.13.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@2.29.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@2.34.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@3.1.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@1.13.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@2.29.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@2.34.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@3.1.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@vxna/mini-html-webpack-template@1.0.0","MIT","https://github.com/vxna/mini-html-webpack-template"
"@webassemblyjs/ast@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/floating-point-hex-parser@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-api-error@1.8.5","MIT",""
"@webassemblyjs/helper-buffer@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-code-frame@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-fsm@1.8.5","ISC",""
"@webassemblyjs/helper-module-context@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-bytecode@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-section@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/ieee754@1.8.5","MIT",""
"@webassemblyjs/leb128@1.8.5","MIT",""
"@webassemblyjs/utf8@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-edit@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-gen@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-opt@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-parser@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-parser@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-printer@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@xtuc/ieee754@1.2.0","BSD-3-Clause","https://github.com/feross/ieee754"
"@xtuc/long@4.2.2","Apache-2.0","https://github.com/dcodeIO/long.js"
"@zeit/schemas@2.6.0","MIT","https://github.com/zeit/schemas"
"abab@2.0.3","BSD-3-Clause","https://github.com/jsdom/abab"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"accepts@1.3.7","MIT","https://github.com/jshttp/accepts"
"acorn-dynamic-import@4.0.0","MIT","https://github.com/kesne/acorn-dynamic-import"
"acorn-globals@4.3.4","MIT","https://github.com/ForbesLindesay/acorn-globals"
"acorn-jsx@3.0.1","MIT","https://github.com/RReverser/acorn-jsx"
"acorn-jsx@5.2.0","MIT","https://github.com/acornjs/acorn-jsx"
"acorn-walk@6.2.0","MIT","https://github.com/acornjs/acorn"
"acorn-walk@7.2.0","MIT","https://github.com/acornjs/acorn"
"acorn@3.3.0","MIT","https://github.com/ternjs/acorn"
"acorn@5.7.4","MIT","https://github.com/acornjs/acorn"
"acorn@6.4.1","MIT","https://github.com/acornjs/acorn"
"acorn@7.1.1","MIT","https://github.com/acornjs/acorn"
"acorn@7.3.1","MIT","https://github.com/acornjs/acorn"
"address@1.1.2","MIT","https://github.com/node-modules/address"
"adjust-sourcemap-loader@2.0.0","MIT","https://github.com/bholloway/adjust-sourcemap-loader"
"aggregate-error@3.0.1","MIT","https://github.com/sindresorhus/aggregate-error"
"ajv-errors@1.0.1","MIT","https://github.com/epoberezkin/ajv-errors"
"ajv-keywords@3.4.1","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv@6.12.2","MIT","https://github.com/epoberezkin/ajv"
"ajv@6.5.3","MIT","https://github.com/epoberezkin/ajv"
"alphanum-sort@1.0.2","MIT","https://github.com/TrySound/alphanum-sort"
"amdefine@1.0.1","BSD-3-Clause OR MIT","https://github.com/jrburke/amdefine"
"analytics-node@3.3.0","MIT","https://github.com/segmentio/analytics-node"
"analytics-utils@0.2.1","MIT",""
"analytics@0.4.0","MIT","https://github.com/DavidWells/analytics"
"ansi-align@2.0.0","ISC","https://github.com/nexdrew/ansi-align"
"ansi-colors@3.2.4","MIT","https://github.com/doowb/ansi-colors"
"ansi-escapes@3.2.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-escapes@4.3.1","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-html@0.0.7","Apache-2.0","https://github.com/Tjatse/ansi-html"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@3.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@4.1.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@5.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@2.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.2.1","MIT","https://github.com/chalk/ansi-styles"
"any-observable@0.3.0","MIT","https://github.com/sindresorhus/any-observable"
"anymatch@2.0.0","ISC","https://github.com/micromatch/anymatch"
"anymatch@3.1.1","ISC","https://github.com/micromatch/anymatch"
"aproba@1.2.0","ISC","https://github.com/iarna/aproba"
"arch@2.1.1","MIT","https://github.com/feross/arch"
"arch@2.1.2","MIT","https://github.com/feross/arch"
"are-we-there-yet@1.1.5","ISC","https://github.com/iarna/are-we-there-yet"
"arg@2.0.0","MIT","https://github.com/zeit/arg"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"aria-query@3.0.0","Apache-2.0","https://github.com/A11yance/aria-query"
"aria-query@4.0.2","Apache-2.0","https://github.com/A11yance/aria-query"
"arity-n@1.0.4","MIT","https://github.com/stoeffel/arityN"
"arr-diff@4.0.0","MIT","https://github.com/jonschlinkert/arr-diff"
"arr-flatten@1.1.0","MIT","https://github.com/jonschlinkert/arr-flatten"
"arr-union@3.1.0","MIT","https://github.com/jonschlinkert/arr-union"
"array-equal@1.0.0","MIT","https://github.com/component/array-equal"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"array-flatten@2.1.2","MIT","https://github.com/blakeembrey/array-flatten"
"array-includes@3.1.1","MIT","https://github.com/es-shims/array-includes"
"array-union@1.0.2","MIT","https://github.com/sindresorhus/array-union"
"array-union@2.1.0","MIT","https://github.com/sindresorhus/array-union"
"array-uniq@1.0.3","MIT","https://github.com/sindresorhus/array-uniq"
"array-unique@0.3.2","MIT","https://github.com/jonschlinkert/array-unique"
"array.prototype.flat@1.2.3","MIT","https://github.com/es-shims/Array.prototype.flat"
"arrify@1.0.1","MIT","https://github.com/sindresorhus/arrify"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"asn1.js@4.10.1","MIT","https://github.com/indutny/asn1.js"
"asn1@0.2.4","MIT","https://github.com/joyent/node-asn1"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"assert@1.4.1","MIT","https://github.com/defunctzombie/commonjs-assert"
"assert@1.5.0","MIT","https://github.com/browserify/commonjs-assert"
"assign-symbols@1.0.0","MIT","https://github.com/jonschlinkert/assign-symbols"
"ast-types-flow@0.0.7","ISC","https://github.com/kyldvs/ast-types-flow"
"ast-types@0.13.3","MIT","https://github.com/benjamn/ast-types"
"ast-types@0.7.8","MIT","https://github.com/benjamn/ast-types"
"astral-regex@1.0.0","MIT","https://github.com/kevva/astral-regex"
"astral-regex@2.0.0","MIT","https://github.com/kevva/astral-regex"
"async-each@1.0.3","MIT","https://github.com/paulmillr/async-each"
"async-foreach@0.1.3","MIT*","https://github.com/cowboy/javascript-sync-async-foreach"
"async-limiter@1.0.1","MIT","https://github.com/strml/async-limiter"
"async@2.6.3","MIT","https://github.com/caolan/async"
"async@3.2.0","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"atob@2.1.2","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/atob.js"
"attr-accept@2.1.0","MIT","https://github.com/react-dropzone/attr-accept"
"autoprefixer@9.7.6","MIT","https://github.com/postcss/autoprefixer"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws4@1.9.1","MIT","https://github.com/mhart/aws4"
"axios-retry@3.1.8","Apache-2.0","https://github.com/softonic/axios-retry"
"axios@0.17.1","MIT","https://github.com/axios/axios"
"axobject-query@2.1.2","Apache-2.0","https://github.com/A11yance/axobject-query"
"babel-code-frame@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-code-frame"
"babel-eslint@10.1.0","MIT","https://github.com/babel/babel-eslint"
"babel-extract-comments@1.0.0","MIT","https://github.com/jonschlinkert/babel-extract-comments"
"babel-jest@24.9.0","MIT","https://github.com/facebook/jest"
"babel-loader@8.1.0","MIT","https://github.com/babel/babel-loader"
"babel-plugin-dynamic-import-node@2.3.3","MIT","https://github.com/airbnb/babel-plugin-dynamic-import-node"
"babel-plugin-emotion@10.0.33","MIT","https://github.com/emotion-js/emotion/tree/master/packages/babel-plugin-emotion"
"babel-plugin-istanbul@5.2.0","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-jest-hoist@24.9.0","MIT","https://github.com/facebook/jest"
"babel-plugin-jsx-remove-data-test-id@2.1.3","MIT","https://github.com/coderas/babel-plugin-jsx-remove-data-test-id"
"babel-plugin-macros@2.8.0","MIT","https://github.com/kentcdodds/babel-plugin-macros"
"babel-plugin-named-asset-import@0.3.6","MIT","https://github.com/facebook/create-react-app"
"babel-plugin-styled-components@1.10.7","MIT","https://github.com/styled-components/babel-plugin-styled-components"
"babel-plugin-syntax-jsx@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-jsx"
"babel-plugin-syntax-object-rest-spread@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread"
"babel-plugin-transform-object-rest-spread@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-object-rest-spread"
"babel-plugin-transform-react-remove-prop-types@0.4.24","MIT","https://github.com/oliviertassinari/babel-plugin-transform-react-remove-prop-types"
"babel-preset-jest@24.9.0","MIT","https://github.com/facebook/jest"
"babel-preset-react-app@9.1.2","MIT","https://github.com/facebook/create-react-app"
"babel-runtime@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"babylon@6.18.0","MIT","https://github.com/babel/babylon"
"bail@1.0.5","MIT","https://github.com/wooorm/bail"
"balanced-match@1.0.0","MIT","https://github.com/juliangruber/balanced-match"
"base16@1.0.0","MIT","https://github.com/gaearon/base16-js"
"base64-js@1.3.1","MIT","https://github.com/beatgammit/base64-js"
"base@0.11.2","MIT","https://github.com/node-base/base"
"batch@0.6.1","MIT","https://github.com/visionmedia/batch"
"bcrypt-pbkdf@1.0.2","BSD-3-Clause","https://github.com/joyent/node-bcrypt-pbkdf"
"bfj@6.1.2","MIT","git+https://gitlab.com/philbooth/bfj"
"big.js@5.2.2","MIT","https://github.com/MikeMcl/big.js"
"binary-extensions@1.13.1","MIT","https://github.com/sindresorhus/binary-extensions"
"binary-extensions@2.0.0","MIT","https://github.com/sindresorhus/binary-extensions"
"bindings@1.5.0","MIT","https://github.com/TooTallNate/node-bindings"
"block-stream@0.0.9","ISC","https://github.com/isaacs/block-stream"
"bluebird@3.7.2","MIT","https://github.com/petkaantonov/bluebird"
"bn.js@4.11.8","MIT","https://github.com/indutny/bn.js"
"body-parser@1.19.0","MIT","https://github.com/expressjs/body-parser"
"bonjour@3.5.0","MIT","https://github.com/watson/bonjour"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"bootstrap@4.4.1","MIT","https://github.com/twbs/bootstrap"
"boxen@1.3.0","MIT","https://github.com/sindresorhus/boxen"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@2.3.2","MIT","https://github.com/micromatch/braces"
"braces@3.0.2","MIT","https://github.com/micromatch/braces"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand"
"browser-process-hrtime@1.0.0","BSD-2-Clause","https://github.com/kumavis/browser-process-hrtime"
"browser-resolve@1.11.3","MIT","https://github.com/shtylman/node-browser-resolve"
"browserify-aes@1.2.0","MIT","https://github.com/crypto-browserify/browserify-aes"
"browserify-cipher@1.0.1","MIT","https://github.com/crypto-browserify/browserify-cipher"
"browserify-des@1.0.2","MIT","https://github.com/crypto-browserify/browserify-des"
"browserify-rsa@4.0.1","MIT","https://github.com/crypto-browserify/browserify-rsa"
"browserify-sign@4.0.4","ISC","https://github.com/crypto-browserify/browserify-sign"
"browserify-zlib@0.2.0","MIT","https://github.com/devongovett/browserify-zlib"
"browserslist@4.10.0","MIT","https://github.com/browserslist/browserslist"
"browserslist@4.12.0","MIT","https://github.com/browserslist/browserslist"
"browserslist@4.12.2","MIT","https://github.com/browserslist/browserslist"
"browserslist@4.7.0","MIT","https://github.com/browserslist/browserslist"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman"
"buble@0.19.8","MIT","https://github.com/bublejs/buble"
"buffer-crc32@0.2.13","MIT","https://github.com/brianloveswords/buffer-crc32"
"buffer-from@1.1.1","MIT","https://github.com/LinusU/buffer-from"
"buffer-indexof@1.1.1","MIT","https://github.com/soldair/node-buffer-indexof"
"buffer-xor@1.0.3","MIT","https://github.com/crypto-browserify/buffer-xor"
"buffer@4.9.2","MIT","https://github.com/feross/buffer"
"builtin-modules@3.1.0","MIT","https://github.com/sindresorhus/builtin-modules"
"builtin-status-codes@3.0.0","MIT","https://github.com/bendrucker/builtin-status-codes"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js"
"bytes@3.1.0","MIT","https://github.com/visionmedia/bytes.js"
"cacache@12.0.4","ISC","https://github.com/npm/cacache"
"cacache@13.0.1","ISC","https://github.com/npm/cacache"
"cache-base@1.0.1","MIT","https://github.com/jonschlinkert/cache-base"
"cachedir@2.3.0","MIT","https://github.com/LinusU/node-cachedir"
"call-me-maybe@1.0.1","MIT","https://github.com/limulus/call-me-maybe"
"caller-callsite@2.0.0","MIT","https://github.com/sindresorhus/caller-callsite"
"caller-path@2.0.0","MIT","https://github.com/sindresorhus/caller-path"
"callsites@2.0.0","MIT","https://github.com/sindresorhus/callsites"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camel-case@4.1.1","MIT","https://github.com/blakeembrey/change-case"
"camelcase-keys@2.1.0","MIT","https://github.com/sindresorhus/camelcase-keys"
"camelcase-keys@6.2.2","MIT","https://github.com/sindresorhus/camelcase-keys"
"camelcase@2.1.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@3.0.0","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@4.1.0","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@5.0.0","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelize@1.0.0","MIT","https://github.com/substack/camelize"
"caniuse-api@3.0.0","MIT","https://github.com/nyalab/caniuse-api"
"caniuse-lite@1.0.30001045","CC-BY-4.0","https://github.com/ben-eb/caniuse-lite"
"caniuse-lite@1.0.30001090","CC-BY-4.0","https://github.com/ben-eb/caniuse-lite"
"capture-exit@2.0.0","ISC","https://github.com/stefanpenner/capture-exit"
"case-sensitive-paths-webpack-plugin@2.3.0","MIT","https://github.com/Urthen/case-sensitive-paths-webpack-plugin"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"ccount@1.0.5","MIT","https://github.com/wooorm/ccount"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"chalk@2.4.1","MIT","https://github.com/chalk/chalk"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@3.0.0","MIT","https://github.com/chalk/chalk"
"chalk@4.0.0","MIT","https://github.com/chalk/chalk"
"character-entities-html4@1.1.4","MIT","https://github.com/wooorm/character-entities-html4"
"character-entities-legacy@1.1.4","MIT","https://github.com/wooorm/character-entities-legacy"
"character-entities@1.2.4","MIT","https://github.com/wooorm/character-entities"
"character-reference-invalid@1.1.4","MIT","https://github.com/wooorm/character-reference-invalid"
"chardet@0.7.0","MIT","https://github.com/runk/node-chardet"
"charenc@0.0.2","BSD-3-Clause","https://github.com/pvorb/node-charenc"
"chart.js@2.9.3","MIT","https://github.com/chartjs/Chart.js"
"chartjs-color-string@0.6.0","MIT","https://github.com/chartjs/chartjs-color-string"
"chartjs-color@2.4.1","MIT","https://github.com/chartjs/chartjs-color"
"check-more-types@2.24.0","MIT","https://github.com/kensho/check-more-types"
"check-types@8.0.3","MIT","git+https://gitlab.com/philbooth/check-types.js"
"chokidar@2.1.8","MIT","https://github.com/paulmillr/chokidar"
"chokidar@3.3.1","MIT","https://github.com/paulmillr/chokidar"
"chownr@1.1.4","ISC","https://github.com/isaacs/chownr"
"chrome-trace-event@1.0.2","MIT","github.com:samccone/chrome-trace-event"
"ci-info@2.0.0","MIT","https://github.com/watson/ci-info"
"cipher-base@1.0.4","MIT","https://github.com/crypto-browserify/cipher-base"
"class-utils@0.3.6","MIT","https://github.com/jonschlinkert/class-utils"
"classnames@2.2.6","MIT","https://github.com/JedWatson/classnames"
"clean-css@4.2.3","MIT","https://github.com/jakubpawlowicz/clean-css"
"clean-stack@2.2.0","MIT","https://github.com/sindresorhus/clean-stack"
"clean-webpack-plugin@3.0.0","MIT","https://github.com/johnagan/clean-webpack-plugin"
"cli-boxes@1.0.0","MIT","https://github.com/sindresorhus/cli-boxes"
"cli-cursor@1.0.2","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-cursor@3.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-spinners@2.3.0","MIT","https://github.com/sindresorhus/cli-spinners"
"cli-table3@0.5.1","MIT","https://github.com/cli-table/cli-table3"
"cli-truncate@0.2.1","MIT","https://github.com/sindresorhus/cli-truncate"
"cli-truncate@2.1.0","MIT","https://github.com/sindresorhus/cli-truncate"
"cli-width@2.2.1","ISC","https://github.com/knownasilya/cli-width"
"clipboard-copy@3.1.0","MIT","https://github.com/feross/clipboard-copy"
"clipboard@2.0.6","MIT","https://github.com/zenorocha/clipboard.js"
"clipboardy@1.2.3","MIT","https://github.com/sindresorhus/clipboardy"
"cliui@3.2.0","ISC","https://github.com/yargs/cliui"
"cliui@4.1.0","ISC","https://github.com/yargs/cliui"
"cliui@5.0.0","ISC","https://github.com/yargs/cliui"
"clone-deep@0.2.4","MIT","https://github.com/jonschlinkert/clone-deep"
"clone-deep@4.0.1","MIT","https://github.com/jonschlinkert/clone-deep"
"clone-regexp@2.2.0","MIT","https://github.com/sindresorhus/clone-regexp"
"clone@1.0.4","MIT","https://github.com/pvorb/node-clone"
"clsx@1.1.0","MIT","https://github.com/lukeed/clsx"
"clsx@1.1.1","MIT","https://github.com/lukeed/clsx"
"co@4.6.0","MIT","https://github.com/tj/co"
"coa@2.0.2","MIT","https://github.com/veged/coa"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
"collapse-white-space@1.0.6","MIT","https://github.com/wooorm/collapse-white-space"
"collection-visit@1.0.0","MIT","https://github.com/jonschlinkert/collection-visit"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"color-string@1.5.3","MIT","https://github.com/Qix-/color-string"
"color@3.1.2","MIT","https://github.com/Qix-/color"
"colors@0.6.2","Custom: http://i.imgur.com/goJdO.png","https://github.com/Marak/colors.js"
"colors@1.4.0","MIT","https://github.com/Marak/colors.js"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"commander@2.1.0","MIT*","https://github.com/visionmedia/commander.js"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"commander@4.1.0","MIT","https://github.com/tj/commander.js"
"commander@4.1.1","MIT","https://github.com/tj/commander.js"
"commander@5.1.0","MIT","https://github.com/tj/commander.js"
"common-dir@3.0.0","MIT","https://github.com/75lb/common-dir"
"common-sequence@2.0.0","MIT","https://github.com/75lb/common-sequence"
"common-tags@1.8.0","MIT","https://github.com/declandewet/common-tags"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"compare-versions@3.6.0","MIT","https://github.com/omichelsen/compare-versions"
"component-emitter@1.3.0","MIT","https://github.com/component/emitter"
"component-type@1.2.1","MIT","https://github.com/component/type"
"compose-function@3.0.3","MIT","https://github.com/stoeffel/compose-function"
"compressible@2.0.18","MIT","https://github.com/jshttp/compressible"
"compression@1.7.3","MIT","https://github.com/expressjs/compression"
"compression@1.7.4","MIT","https://github.com/expressjs/compression"
